"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
24581,158,"NLD","Netherlands",8,"Noord-Brabant",216,"Geertruidenberg"," "," ","Gemeente","Municipality"
24582,158,"NLD","Netherlands",8,"Noord-Brabant",217,"Geldrop"," "," ","Gemeente","Municipality"
24583,158,"NLD","Netherlands",8,"Noord-Brabant",218,"Gemert-Bakel"," "," ","Gemeente","Municipality"
24584,158,"NLD","Netherlands",8,"Noord-Brabant",219,"Gilze en Rijen"," "," ","Gemeente","Municipality"
24585,158,"NLD","Netherlands",8,"Noord-Brabant",220,"Goirle"," "," ","Gemeente","Municipality"
24586,158,"NLD","Netherlands",8,"Noord-Brabant",221,"Grave"," "," ","Gemeente","Municipality"
24587,158,"NLD","Netherlands",8,"Noord-Brabant",222,"Haaren"," "," ","Gemeente","Municipality"
24588,158,"NLD","Netherlands",8,"Noord-Brabant",223,"Halderberge"," "," ","Gemeente","Municipality"
24589,158,"NLD","Netherlands",8,"Noord-Brabant",224,"Heeze-Leende"," "," ","Gemeente","Municipality"
24590,158,"NLD","Netherlands",8,"Noord-Brabant",225,"Helmond"," "," ","Gemeente","Municipality"
24591,158,"NLD","Netherlands",8,"Noord-Brabant",226,"Heusden"," "," ","Gemeente","Municipality"
24592,158,"NLD","Netherlands",8,"Noord-Brabant",227,"Hilvarenbeek"," "," ","Gemeente","Municipality"
24593,158,"NLD","Netherlands",8,"Noord-Brabant",228,"Laarbeek"," "," ","Gemeente","Municipality"
24594,158,"NLD","Netherlands",8,"Noord-Brabant",229,"Landerd"," "," ","Gemeente","Municipality"
24595,158,"NLD","Netherlands",8,"Noord-Brabant",230,"Lith"," "," ","Gemeente","Municipality"
24596,158,"NLD","Netherlands",8,"Noord-Brabant",231,"Loon op Zand"," "," ","Gemeente","Municipality"
24597,158,"NLD","Netherlands",8,"Noord-Brabant",232,"Maasdonk"," "," ","Gemeente","Municipality"
24598,158,"NLD","Netherlands",8,"Noord-Brabant",254,"Veghel"," "," ","Gemeente","Municipality"
24599,158,"NLD","Netherlands",8,"Noord-Brabant",255,"Veldhoven"," "," ","Gemeente","Municipality"
24600,158,"NLD","Netherlands",8,"Noord-Brabant",256,"Vught"," "," ","Gemeente","Municipality"
24601,158,"NLD","Netherlands",8,"Noord-Brabant",257,"Waalre"," "," ","Gemeente","Municipality"
24602,158,"NLD","Netherlands",8,"Noord-Brabant",258,"Waalwijk"," "," ","Gemeente","Municipality"
24603,158,"NLD","Netherlands",8,"Noord-Brabant",259,"Werkendam"," "," ","Gemeente","Municipality"
24604,158,"NLD","Netherlands",8,"Noord-Brabant",260,"Woensdrecht"," "," ","Gemeente","Municipality"
24605,158,"NLD","Netherlands",8,"Noord-Brabant",261,"Woudrichem"," "," ","Gemeente","Municipality"
24606,158,"NLD","Netherlands",8,"Noord-Brabant",262,"Zundert"," "," ","Gemeente","Municipality"
24607,158,"NLD","Netherlands",9,"Noord-Holland",263,"Aalsmeer"," "," ","Gemeente","Municipality"
24608,158,"NLD","Netherlands",9,"Noord-Holland",264,"Alkmaar"," "," ","Gemeente","Municipality"
24609,158,"NLD","Netherlands",9,"Noord-Holland",265,"Amstelveen"," "," ","Gemeente","Municipality"
24610,158,"NLD","Netherlands",9,"Noord-Holland",266,"Amsterdam"," "," ","Gemeente","Municipality"
24611,158,"NLD","Netherlands",9,"Noord-Holland",267,"Andijk"," "," ","Gemeente","Municipality"
24612,158,"NLD","Netherlands",9,"Noord-Holland",268,"Anna Paulowna"," "," ","Gemeente","Municipality"
24613,158,"NLD","Netherlands",9,"Noord-Holland",269,"Beemster"," "," ","Gemeente","Municipality"
24614,158,"NLD","Netherlands",9,"Noord-Holland",270,"Bennebroek"," "," ","Gemeente","Municipality"
24615,158,"NLD","Netherlands",9,"Noord-Holland",271,"Bergen"," "," ","Gemeente","Municipality"
24616,158,"NLD","Netherlands",9,"Noord-Holland",272,"Beverwijk"," "," ","Gemeente","Municipality"
24617,158,"NLD","Netherlands",9,"Noord-Holland",273,"Blaricum"," "," ","Gemeente","Municipality"
24618,158,"NLD","Netherlands",9,"Noord-Holland",274,"Bloemendaal"," "," ","Gemeente","Municipality"
24619,158,"NLD","Netherlands",9,"Noord-Holland",275,"Bussum"," "," ","Gemeente","Municipality"
24620,158,"NLD","Netherlands",9,"Noord-Holland",276,"Castricum"," "," ","Gemeente","Municipality"
24621,158,"NLD","Netherlands",9,"Noord-Holland",277,"Den Helder"," "," ","Gemeente","Municipality"
24622,158,"NLD","Netherlands",9,"Noord-Holland",278,"Diemen"," "," ","Gemeente","Municipality"
24623,158,"NLD","Netherlands",9,"Noord-Holland",279,"Drechterland"," "," ","Gemeente","Municipality"
24624,158,"NLD","Netherlands",9,"Noord-Holland",280,"Edam-Volendam"," "," ","Gemeente","Municipality"
24625,158,"NLD","Netherlands",9,"Noord-Holland",281,"Enkhuizen"," "," ","Gemeente","Municipality"
24626,158,"NLD","Netherlands",9,"Noord-Holland",282,"Graft-De Rijp"," "," ","Gemeente","Municipality"
24627,158,"NLD","Netherlands",9,"Noord-Holland",283,"Haarlem"," "," ","Gemeente","Municipality"
24628,158,"NLD","Netherlands",9,"Noord-Holland",284,"Haarlemmerliede c.a."," ","Haarlemmerliede en Spaarnwoude","Gemeente","Municipality"
24629,158,"NLD","Netherlands",9,"Noord-Holland",285,"Haarlemmermeer"," "," ","Gemeente","Municipality"
24630,158,"NLD","Netherlands",9,"Noord-Holland",286,"Harenkarspel"," "," ","Gemeente","Municipality"
24631,158,"NLD","Netherlands",9,"Noord-Holland",287,"Heemskerk"," "," ","Gemeente","Municipality"
24632,158,"NLD","Netherlands",9,"Noord-Holland",288,"Heemstede"," "," ","Gemeente","Municipality"
24633,158,"NLD","Netherlands",9,"Noord-Holland",289,"Heerhugowaard"," "," ","Gemeente","Municipality"
24634,158,"NLD","Netherlands",9,"Noord-Holland",290,"Heiloo"," "," ","Gemeente","Municipality"
24635,158,"NLD","Netherlands",9,"Noord-Holland",291,"Hilversum"," "," ","Gemeente","Municipality"
24636,158,"NLD","Netherlands",9,"Noord-Holland",292,"Hoorn"," "," ","Gemeente","Municipality"
24637,158,"NLD","Netherlands",9,"Noord-Holland",293,"Huizen"," "," ","Gemeente","Municipality"
24638,158,"NLD","Netherlands",9,"Noord-Holland",294,"Landsmeer"," "," ","Gemeente","Municipality"
24639,158,"NLD","Netherlands",9,"Noord-Holland",295,"Langedijk"," "," ","Gemeente","Municipality"
24640,158,"NLD","Netherlands",9,"Noord-Holland",296,"Laren"," "," ","Gemeente","Municipality"
24641,158,"NLD","Netherlands",9,"Noord-Holland",297,"Medemblik"," "," ","Gemeente","Municipality"
24642,158,"NLD","Netherlands",9,"Noord-Holland",298,"Muiden"," "," ","Gemeente","Municipality"
24643,158,"NLD","Netherlands",9,"Noord-Holland",299,"Naarden"," "," ","Gemeente","Municipality"
24644,158,"NLD","Netherlands",9,"Noord-Holland",300,"Niedorp"," "," ","Gemeente","Municipality"
24645,158,"NLD","Netherlands",9,"Noord-Holland",301,"Noorder-Koggenland"," "," ","Gemeente","Municipality"
24646,158,"NLD","Netherlands",9,"Noord-Holland",302,"Obdam"," "," ","Gemeente","Municipality"
24647,158,"NLD","Netherlands",9,"Noord-Holland",303,"Oostzaan"," "," ","Gemeente","Municipality"
24648,158,"NLD","Netherlands",9,"Noord-Holland",304,"Opmeer"," "," ","Gemeente","Municipality"
24649,158,"NLD","Netherlands",9,"Noord-Holland",305,"Ouder-Amstel"," "," ","Gemeente","Municipality"
24650,158,"NLD","Netherlands",9,"Noord-Holland",306,"Purmerend"," "," ","Gemeente","Municipality"
24651,158,"NLD","Netherlands",9,"Noord-Holland",307,"Schagen"," "," ","Gemeente","Municipality"
24652,158,"NLD","Netherlands",9,"Noord-Holland",308,"Schermer"," "," ","Gemeente","Municipality"
24653,158,"NLD","Netherlands",9,"Noord-Holland",309,"Stede Broec"," "," ","Gemeente","Municipality"
24654,158,"NLD","Netherlands",9,"Noord-Holland",310,"Texel"," "," ","Gemeente","Municipality"
24655,158,"NLD","Netherlands",9,"Noord-Holland",311,"Uitgeest"," "," ","Gemeente","Municipality"
24656,158,"NLD","Netherlands",9,"Noord-Holland",312,"Uithoorn"," "," ","Gemeente","Municipality"
24657,158,"NLD","Netherlands",9,"Noord-Holland",313,"Velsen"," "," ","Gemeente","Municipality"
24658,158,"NLD","Netherlands",9,"Noord-Holland",314,"Venhuizen"," "," ","Gemeente","Municipality"
24659,158,"NLD","Netherlands",9,"Noord-Holland",315,"Waterland"," "," ","Gemeente","Municipality"
24660,158,"NLD","Netherlands",9,"Noord-Holland",316,"Weesp"," "," ","Gemeente","Municipality"
24661,158,"NLD","Netherlands",9,"Noord-Holland",317,"Wervershoof"," "," ","Gemeente","Municipality"
24662,158,"NLD","Netherlands",9,"Noord-Holland",318,"Wester-Koggenland"," "," ","Gemeente","Municipality"
24663,158,"NLD","Netherlands",9,"Noord-Holland",319,"Wieringen"," "," ","Gemeente","Municipality"
24664,158,"NLD","Netherlands",9,"Noord-Holland",320,"Wieringermeer"," "," ","Gemeente","Municipality"
24665,158,"NLD","Netherlands",9,"Noord-Holland",321,"Wijdemeren"," "," ","Gemeente","Municipality"
24666,158,"NLD","Netherlands",9,"Noord-Holland",322,"Wognum"," "," ","Gemeente","Municipality"
24667,158,"NLD","Netherlands",9,"Noord-Holland",323,"Wormerland"," "," ","Gemeente","Municipality"
24668,158,"NLD","Netherlands",9,"Noord-Holland",324,"Zaanstad"," "," ","Gemeente","Municipality"
24669,158,"NLD","Netherlands",9,"Noord-Holland",325,"Zandvoort"," "," ","Gemeente","Municipality"
24670,158,"NLD","Netherlands",9,"Noord-Holland",326,"Zeevang"," "," ","Gemeente","Municipality"
24671,158,"NLD","Netherlands",9,"Noord-Holland",327,"Zijpe"," "," ","Gemeente","Municipality"
24672,158,"NLD","Netherlands",10,"Overijssel",328,"Almelo"," "," ","Gemeente","Municipality"
24673,158,"NLD","Netherlands",10,"Overijssel",329,"Bathmen"," "," ","Gemeente","Municipality"
24674,158,"NLD","Netherlands",10,"Overijssel",330,"Borne"," "," ","Gemeente","Municipality"
24675,158,"NLD","Netherlands",10,"Overijssel",331,"Dalfsen"," "," ","Gemeente","Municipality"
24676,158,"NLD","Netherlands",10,"Overijssel",332,"Deventer"," "," ","Gemeente","Municipality"
24677,158,"NLD","Netherlands",10,"Overijssel",333,"Dinkelland"," ","Denekamp","Gemeente","Municipality"
24678,158,"NLD","Netherlands",10,"Overijssel",334,"Enschede"," "," ","Gemeente","Municipality"
24679,158,"NLD","Netherlands",10,"Overijssel",335,"Haaksbergen"," "," ","Gemeente","Municipality"
24680,158,"NLD","Netherlands",10,"Overijssel",336,"Hardenberg"," "," ","Gemeente","Municipality"
24681,158,"NLD","Netherlands",10,"Overijssel",337,"Hellendoorn"," "," ","Gemeente","Municipality"
24682,158,"NLD","Netherlands",10,"Overijssel",338,"Hengelo"," "," ","Gemeente","Municipality"
24683,158,"NLD","Netherlands",10,"Overijssel",339,"Hof van Twente"," "," ","Gemeente","Municipality"
24684,158,"NLD","Netherlands",10,"Overijssel",340,"Kampen"," "," ","Gemeente","Municipality"
24685,158,"NLD","Netherlands",10,"Overijssel",341,"Losser"," "," ","Gemeente","Municipality"
24686,158,"NLD","Netherlands",10,"Overijssel",342,"Oldenzaal"," "," ","Gemeente","Municipality"
24687,158,"NLD","Netherlands",10,"Overijssel",343,"Olst-Wijhe"," ","Olst","Gemeente","Municipality"
24688,158,"NLD","Netherlands",10,"Overijssel",344,"Ommen"," "," ","Gemeente","Municipality"
24689,158,"NLD","Netherlands",10,"Overijssel",345,"Raalte"," "," ","Gemeente","Municipality"
24690,158,"NLD","Netherlands",10,"Overijssel",346,"Rijssen"," "," ","Gemeente","Municipality"
24691,158,"NLD","Netherlands",10,"Overijssel",347,"Staphorst"," "," ","Gemeente","Municipality"
24692,158,"NLD","Netherlands",10,"Overijssel",348,"Steenwijkerland"," ","Steenwijk","Gemeente","Municipality"
24693,158,"NLD","Netherlands",10,"Overijssel",349,"Tubbergen"," "," ","Gemeente","Municipality"
24694,158,"NLD","Netherlands",10,"Overijssel",350,"Twenterand"," ","Vriezeveen","Gemeente","Municipality"
24695,158,"NLD","Netherlands",10,"Overijssel",351,"Wierden"," "," ","Gemeente","Municipality"
24696,158,"NLD","Netherlands",10,"Overijssel",352,"Zwartewaterland"," "," ","Gemeente","Municipality"
24697,158,"NLD","Netherlands",10,"Overijssel",353,"Zwolle"," "," ","Gemeente","Municipality"
24698,158,"NLD","Netherlands",11,"Utrecht",354,"Abcoude"," "," ","Gemeente","Municipality"
24699,158,"NLD","Netherlands",11,"Utrecht",355,"Amerongen"," "," ","Gemeente","Municipality"
24700,158,"NLD","Netherlands",11,"Utrecht",356,"Amersfoort"," "," ","Gemeente","Municipality"
24701,158,"NLD","Netherlands",11,"Utrecht",357,"Baarn"," "," ","Gemeente","Municipality"
24702,158,"NLD","Netherlands",11,"Utrecht",358,"Breukelen"," "," ","Gemeente","Municipality"
24703,158,"NLD","Netherlands",11,"Utrecht",359,"Bunnik"," "," ","Gemeente","Municipality"
24704,158,"NLD","Netherlands",11,"Utrecht",360,"Bunschoten"," "," ","Gemeente","Municipality"
24705,158,"NLD","Netherlands",11,"Utrecht",361,"De Bilt"," "," ","Gemeente","Municipality"
24706,158,"NLD","Netherlands",11,"Utrecht",362,"De Ronde Venen"," "," ","Gemeente","Municipality"
24707,158,"NLD","Netherlands",11,"Utrecht",363,"Doorn"," "," ","Gemeente","Municipality"
24708,158,"NLD","Netherlands",11,"Utrecht",364,"Driebergen-Rijsenburg"," "," ","Gemeente","Municipality"
24709,158,"NLD","Netherlands",11,"Utrecht",365,"Eemnes"," "," ","Gemeente","Municipality"
24710,158,"NLD","Netherlands",11,"Utrecht",366,"Houten"," "," ","Gemeente","Municipality"
24711,158,"NLD","Netherlands",11,"Utrecht",367,"IJsselstein"," "," ","Gemeente","Municipality"
24712,158,"NLD","Netherlands",11,"Utrecht",368,"Leersum"," "," ","Gemeente","Municipality"
24713,158,"NLD","Netherlands",11,"Utrecht",369,"Leusden"," "," ","Gemeente","Municipality"
24714,158,"NLD","Netherlands",11,"Utrecht",370,"Loenen"," "," ","Gemeente","Municipality"
24715,158,"NLD","Netherlands",11,"Utrecht",371,"Lopik"," "," ","Gemeente","Municipality"
24716,158,"NLD","Netherlands",11,"Utrecht",372,"Maarn"," "," ","Gemeente","Municipality"
24717,158,"NLD","Netherlands",11,"Utrecht",373,"Maarssen"," "," ","Gemeente","Municipality"
24718,158,"NLD","Netherlands",11,"Utrecht",374,"Montfoort"," "," ","Gemeente","Municipality"
24719,158,"NLD","Netherlands",11,"Utrecht",375,"Nieuwegein"," "," ","Gemeente","Municipality"
24720,158,"NLD","Netherlands",11,"Utrecht",376,"Oudewater"," "," ","Gemeente","Municipality"
24721,158,"NLD","Netherlands",11,"Utrecht",377,"Renswoude"," "," ","Gemeente","Municipality"
24722,158,"NLD","Netherlands",11,"Utrecht",378,"Rhenen"," "," ","Gemeente","Municipality"
24723,158,"NLD","Netherlands",11,"Utrecht",379,"Soest"," "," ","Gemeente","Municipality"
24724,158,"NLD","Netherlands",11,"Utrecht",380,"Utrecht"," "," ","Gemeente","Municipality"
24725,158,"NLD","Netherlands",11,"Utrecht",381,"Veenendaal"," "," ","Gemeente","Municipality"
24726,158,"NLD","Netherlands",11,"Utrecht",382,"Vianen"," "," ","Gemeente","Municipality"
24727,158,"NLD","Netherlands",11,"Utrecht",383,"Wijk bij Duurstede"," "," ","Gemeente","Municipality"
24728,158,"NLD","Netherlands",11,"Utrecht",384,"Woerden"," "," ","Gemeente","Municipality"
24729,158,"NLD","Netherlands",11,"Utrecht",385,"Woudenberg"," "," ","Gemeente","Municipality"
24730,158,"NLD","Netherlands",11,"Utrecht",386,"Zeist"," "," ","Gemeente","Municipality"
24731,158,"NLD","Netherlands",12,"Zeeland",387,"Borsele"," "," ","Gemeente","Municipality"
24732,158,"NLD","Netherlands",12,"Zeeland",388,"Goes"," "," ","Gemeente","Municipality"
24733,158,"NLD","Netherlands",12,"Zeeland",389,"Hulst"," "," ","Gemeente","Municipality"
24734,158,"NLD","Netherlands",12,"Zeeland",390,"Kapelle"," "," ","Gemeente","Municipality"
24735,158,"NLD","Netherlands",12,"Zeeland",391,"Middelburg"," "," ","Gemeente","Municipality"
24736,158,"NLD","Netherlands",12,"Zeeland",392,"Noord-Beveland"," "," ","Gemeente","Municipality"
24737,158,"NLD","Netherlands",12,"Zeeland",393,"Reimerswaal"," "," ","Gemeente","Municipality"
24738,158,"NLD","Netherlands",12,"Zeeland",394,"Schouwen-Duiveland"," "," ","Gemeente","Municipality"
24739,158,"NLD","Netherlands",12,"Zeeland",395,"Sluis"," "," ","Gemeente","Municipality"
24740,158,"NLD","Netherlands",12,"Zeeland",396,"Terneuzen"," "," ","Gemeente","Municipality"
24741,158,"NLD","Netherlands",12,"Zeeland",397,"Tholen"," "," ","Gemeente","Municipality"
24742,158,"NLD","Netherlands",12,"Zeeland",398,"Veere"," "," ","Gemeente","Municipality"
24743,158,"NLD","Netherlands",12,"Zeeland",399,"Vlissingen"," "," ","Gemeente","Municipality"
24744,158,"NLD","Netherlands",13,"Zeeuwse meren",400," "," "," ","Gemeente","Water body"
24745,158,"NLD","Netherlands",14,"Zuid-Holland",401,"'s-Gravendeel"," "," ","Gemeente","Municipality"
24746,158,"NLD","Netherlands",14,"Zuid-Holland",402,"'s-Gravenhage"," "," ","Gemeente","Municipality"
24747,158,"NLD","Netherlands",14,"Zuid-Holland",403,"'s-Gravenzande"," "," ","Gemeente","Municipality"
24748,158,"NLD","Netherlands",14,"Zuid-Holland",404,"Alblasserdam"," "," ","Gemeente","Municipality"
24749,158,"NLD","Netherlands",14,"Zuid-Holland",405,"Albrandswaard"," "," ","Gemeente","Municipality"
24750,158,"NLD","Netherlands",14,"Zuid-Holland",406,"Alkemade"," "," ","Gemeente","Municipality"
24751,158,"NLD","Netherlands",14,"Zuid-Holland",407,"Alphen aan den Rijn"," "," ","Gemeente","Municipality"
24752,158,"NLD","Netherlands",14,"Zuid-Holland",408,"Barendrecht"," "," ","Gemeente","Municipality"
24753,158,"NLD","Netherlands",14,"Zuid-Holland",409,"Bergambacht"," "," ","Gemeente","Municipality"
24754,158,"NLD","Netherlands",14,"Zuid-Holland",410,"Bergschenhoek"," "," ","Gemeente","Municipality"
24755,158,"NLD","Netherlands",14,"Zuid-Holland",411,"Berkel en Rodenrijs"," "," ","Gemeente","Municipality"
24756,158,"NLD","Netherlands",14,"Zuid-Holland",412,"Bernisse"," "," ","Gemeente","Municipality"
24757,158,"NLD","Netherlands",14,"Zuid-Holland",413,"Binnenmaas"," "," ","Gemeente","Municipality"
24758,158,"NLD","Netherlands",14,"Zuid-Holland",414,"Bleiswijk"," "," ","Gemeente","Municipality"
24759,158,"NLD","Netherlands",14,"Zuid-Holland",415,"Bodegraven"," "," ","Gemeente","Municipality"
24760,158,"NLD","Netherlands",14,"Zuid-Holland",416,"Boskoop"," "," ","Gemeente","Municipality"
24761,158,"NLD","Netherlands",14,"Zuid-Holland",417,"Brielle"," "," ","Gemeente","Municipality"
24762,158,"NLD","Netherlands",14,"Zuid-Holland",418,"Capelle aan den IJssel"," "," ","Gemeente","Municipality"
24763,158,"NLD","Netherlands",14,"Zuid-Holland",419,"Cromstrijen"," "," ","Gemeente","Municipality"
24764,158,"NLD","Netherlands",14,"Zuid-Holland",420,"De Lier"," "," ","Gemeente","Municipality"
24765,158,"NLD","Netherlands",14,"Zuid-Holland",421,"Delft"," "," ","Gemeente","Municipality"
24766,158,"NLD","Netherlands",14,"Zuid-Holland",422,"Dirksland"," "," ","Gemeente","Municipality"
24767,158,"NLD","Netherlands",14,"Zuid-Holland",423,"Dordrecht"," "," ","Gemeente","Municipality"
24768,158,"NLD","Netherlands",14,"Zuid-Holland",424,"Giessenlanden"," "," ","Gemeente","Municipality"
24769,158,"NLD","Netherlands",14,"Zuid-Holland",425,"Goedereede"," "," ","Gemeente","Municipality"
24770,158,"NLD","Netherlands",14,"Zuid-Holland",426,"Gorinchem"," "," ","Gemeente","Municipality"
24771,158,"NLD","Netherlands",14,"Zuid-Holland",427,"Gouda"," "," ","Gemeente","Municipality"
24772,158,"NLD","Netherlands",14,"Zuid-Holland",428,"Graafstroom"," "," ","Gemeente","Municipality"
24773,158,"NLD","Netherlands",14,"Zuid-Holland",429,"Hardinxveld-Giessendam"," "," ","Gemeente","Municipality"
24774,158,"NLD","Netherlands",14,"Zuid-Holland",430,"Hellevoetsluis"," "," ","Gemeente","Municipality"
24775,158,"NLD","Netherlands",14,"Zuid-Holland",431,"Hendrik-Ido-Ambacht"," "," ","Gemeente","Municipality"
24776,158,"NLD","Netherlands",14,"Zuid-Holland",432,"Hillegom"," "," ","Gemeente","Municipality"
24777,158,"NLD","Netherlands",14,"Zuid-Holland",433,"Jacobswoude"," "," ","Gemeente","Municipality"
24778,158,"NLD","Netherlands",14,"Zuid-Holland",434,"Katwijk"," "," ","Gemeente","Municipality"
24779,158,"NLD","Netherlands",14,"Zuid-Holland",435,"Korendijk"," "," ","Gemeente","Municipality"
24780,158,"NLD","Netherlands",14,"Zuid-Holland",436,"Krimpen aan den IJssel"," "," ","Gemeente","Municipality"
24781,158,"NLD","Netherlands",14,"Zuid-Holland",437,"Leerdam"," "," ","Gemeente","Municipality"
24782,158,"NLD","Netherlands",14,"Zuid-Holland",438,"Leiden"," "," ","Gemeente","Municipality"
24783,158,"NLD","Netherlands",14,"Zuid-Holland",439,"Leiderdorp"," "," ","Gemeente","Municipality"
24784,158,"NLD","Netherlands",14,"Zuid-Holland",440,"Leidschendam-Voorburg"," "," ","Gemeente","Municipality"
24785,158,"NLD","Netherlands",14,"Zuid-Holland",441,"Liemeer"," "," ","Gemeente","Municipality"
24786,158,"NLD","Netherlands",14,"Zuid-Holland",442,"Liesveld"," "," ","Gemeente","Municipality"
24787,158,"NLD","Netherlands",14,"Zuid-Holland",443,"Lisse"," "," ","Gemeente","Municipality"
24788,158,"NLD","Netherlands",14,"Zuid-Holland",444,"Maasland"," "," ","Gemeente","Municipality"
24789,158,"NLD","Netherlands",14,"Zuid-Holland",445,"Maassluis"," "," ","Gemeente","Municipality"
24790,158,"NLD","Netherlands",14,"Zuid-Holland",446,"Middelharnis"," "," ","Gemeente","Municipality"
24791,158,"NLD","Netherlands",14,"Zuid-Holland",447,"Monster"," "," ","Gemeente","Municipality"
24792,158,"NLD","Netherlands",14,"Zuid-Holland",448,"Moordrecht"," "," ","Gemeente","Municipality"
24793,158,"NLD","Netherlands",14,"Zuid-Holland",449,"Naaldwijk"," "," ","Gemeente","Municipality"
24794,158,"NLD","Netherlands",14,"Zuid-Holland",450,"Nederlek"," "," ","Gemeente","Municipality"
24795,158,"NLD","Netherlands",14,"Zuid-Holland",451,"Nieuw-Lekkerland"," "," ","Gemeente","Municipality"
24796,158,"NLD","Netherlands",14,"Zuid-Holland",452,"Nieuwerkerk aan den IJssel"," "," ","Gemeente","Municipality"
24797,158,"NLD","Netherlands",14,"Zuid-Holland",453,"Nieuwkoop"," "," ","Gemeente","Municipality"
24798,158,"NLD","Netherlands",14,"Zuid-Holland",454,"Noordwijk"," "," ","Gemeente","Municipality"
24799,158,"NLD","Netherlands",14,"Zuid-Holland",455,"Noordwijkerhout"," "," ","Gemeente","Municipality"
24800,158,"NLD","Netherlands",14,"Zuid-Holland",456,"Oegstgeest"," "," ","Gemeente","Municipality"
24801,158,"NLD","Netherlands",14,"Zuid-Holland",457,"Oostflakkee"," "," ","Gemeente","Municipality"
24802,158,"NLD","Netherlands",14,"Zuid-Holland",458,"Oud-Beijerland"," "," ","Gemeente","Municipality"
24803,158,"NLD","Netherlands",14,"Zuid-Holland",459,"Ouderkerk"," "," ","Gemeente","Municipality"
24804,158,"NLD","Netherlands",14,"Zuid-Holland",460,"Papendrecht"," "," ","Gemeente","Municipality"
24805,158,"NLD","Netherlands",14,"Zuid-Holland",461,"Pijnacker-Nootdorp"," "," ","Gemeente","Municipality"
24806,158,"NLD","Netherlands",14,"Zuid-Holland",462,"Reeuwijk"," "," ","Gemeente","Municipality"
24807,158,"NLD","Netherlands",14,"Zuid-Holland",463,"Ridderkerk"," "," ","Gemeente","Municipality"
24808,158,"NLD","Netherlands",14,"Zuid-Holland",464,"Rijnsburg"," "," ","Gemeente","Municipality"
24809,158,"NLD","Netherlands",14,"Zuid-Holland",465,"Rijnwoude"," "," ","Gemeente","Municipality"
24810,158,"NLD","Netherlands",14,"Zuid-Holland",466,"Rijswijk"," "," ","Gemeente","Municipality"
24811,158,"NLD","Netherlands",14,"Zuid-Holland",467,"Rotterdam"," "," ","Gemeente","Municipality"
24812,158,"NLD","Netherlands",14,"Zuid-Holland",468,"Rozenburg"," "," ","Gemeente","Municipality"
24813,158,"NLD","Netherlands",14,"Zuid-Holland",490,"Zoeterwoude"," "," ","Gemeente","Municipality"
24814,158,"NLD","Netherlands",14,"Zuid-Holland",491,"Zwijndrecht"," "," ","Gemeente","Municipality"
