"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
48686,158,"NLD","Netherlands",9,"Noord-Holland",263,"Aalsmeer",0," "," "," "," "," "
48687,158,"NLD","Netherlands",9,"Noord-Holland",264,"Alkmaar",0," "," "," "," "," "
48688,158,"NLD","Netherlands",9,"Noord-Holland",265,"Amstelveen",0," "," "," "," "," "
48689,158,"NLD","Netherlands",9,"Noord-Holland",266,"Amsterdam",0," "," "," "," "," "
48690,158,"NLD","Netherlands",9,"Noord-Holland",267,"Andijk",0," "," "," "," "," "
48691,158,"NLD","Netherlands",9,"Noord-Holland",268,"Anna Paulowna",0," "," "," "," "," "
48692,158,"NLD","Netherlands",9,"Noord-Holland",269,"Beemster",0," "," "," "," "," "
48693,158,"NLD","Netherlands",9,"Noord-Holland",270,"Bennebroek",0," "," "," "," "," "
48694,158,"NLD","Netherlands",9,"Noord-Holland",271,"Bergen",0," "," "," "," "," "
48695,158,"NLD","Netherlands",9,"Noord-Holland",272,"Beverwijk",0," "," "," "," "," "
48696,158,"NLD","Netherlands",9,"Noord-Holland",273,"Blaricum",0," "," "," "," "," "
48697,158,"NLD","Netherlands",9,"Noord-Holland",274,"Bloemendaal",0," "," "," "," "," "
48698,158,"NLD","Netherlands",9,"Noord-Holland",275,"Bussum",0," "," "," "," "," "
48699,158,"NLD","Netherlands",9,"Noord-Holland",276,"Castricum",0," "," "," "," "," "
48700,158,"NLD","Netherlands",9,"Noord-Holland",277,"Den Helder",0," "," "," "," "," "
48701,158,"NLD","Netherlands",9,"Noord-Holland",278,"Diemen",0," "," "," "," "," "
48702,158,"NLD","Netherlands",9,"Noord-Holland",279,"Drechterland",0," "," "," "," "," "
48703,158,"NLD","Netherlands",9,"Noord-Holland",280,"Edam-Volendam",0," "," "," "," "," "
48704,158,"NLD","Netherlands",9,"Noord-Holland",281,"Enkhuizen",0," "," "," "," "," "
48705,158,"NLD","Netherlands",9,"Noord-Holland",282,"Graft-De Rijp",0," "," "," "," "," "
48706,158,"NLD","Netherlands",9,"Noord-Holland",283,"Haarlem",0," "," "," "," "," "
48707,158,"NLD","Netherlands",9,"Noord-Holland",284,"Haarlemmerliede c.a.",0," "," "," "," "," "
48708,158,"NLD","Netherlands",9,"Noord-Holland",285,"Haarlemmermeer",0," "," "," "," "," "
48709,158,"NLD","Netherlands",9,"Noord-Holland",286,"Harenkarspel",0," "," "," "," "," "
48710,158,"NLD","Netherlands",9,"Noord-Holland",287,"Heemskerk",0," "," "," "," "," "
48711,158,"NLD","Netherlands",9,"Noord-Holland",288,"Heemstede",0," "," "," "," "," "
48712,158,"NLD","Netherlands",9,"Noord-Holland",289,"Heerhugowaard",0," "," "," "," "," "
48713,158,"NLD","Netherlands",9,"Noord-Holland",290,"Heiloo",0," "," "," "," "," "
48714,158,"NLD","Netherlands",9,"Noord-Holland",291,"Hilversum",0," "," "," "," "," "
48715,158,"NLD","Netherlands",9,"Noord-Holland",292,"Hoorn",0," "," "," "," "," "
48716,158,"NLD","Netherlands",9,"Noord-Holland",293,"Huizen",0," "," "," "," "," "
48717,158,"NLD","Netherlands",9,"Noord-Holland",294,"Landsmeer",0," "," "," "," "," "
48718,158,"NLD","Netherlands",9,"Noord-Holland",295,"Langedijk",0," "," "," "," "," "
48719,158,"NLD","Netherlands",9,"Noord-Holland",296,"Laren",0," "," "," "," "," "
48720,158,"NLD","Netherlands",9,"Noord-Holland",297,"Medemblik",0," "," "," "," "," "
48721,158,"NLD","Netherlands",9,"Noord-Holland",298,"Muiden",0," "," "," "," "," "
48722,158,"NLD","Netherlands",9,"Noord-Holland",299,"Naarden",0," "," "," "," "," "
48723,158,"NLD","Netherlands",9,"Noord-Holland",300,"Niedorp",0," "," "," "," "," "
48724,158,"NLD","Netherlands",9,"Noord-Holland",301,"Noorder-Koggenland",0," "," "," "," "," "
48725,158,"NLD","Netherlands",9,"Noord-Holland",302,"Obdam",0," "," "," "," "," "
48726,158,"NLD","Netherlands",9,"Noord-Holland",303,"Oostzaan",0," "," "," "," "," "
48727,158,"NLD","Netherlands",9,"Noord-Holland",304,"Opmeer",0," "," "," "," "," "
48728,158,"NLD","Netherlands",9,"Noord-Holland",305,"Ouder-Amstel",0," "," "," "," "," "
48729,158,"NLD","Netherlands",9,"Noord-Holland",306,"Purmerend",0," "," "," "," "," "
48730,158,"NLD","Netherlands",9,"Noord-Holland",307,"Schagen",0," "," "," "," "," "
48731,158,"NLD","Netherlands",9,"Noord-Holland",308,"Schermer",0," "," "," "," "," "
48732,158,"NLD","Netherlands",9,"Noord-Holland",309,"Stede Broec",0," "," "," "," "," "
48733,158,"NLD","Netherlands",9,"Noord-Holland",310,"Texel",0," "," "," "," "," "
48734,158,"NLD","Netherlands",9,"Noord-Holland",311,"Uitgeest",0," "," "," "," "," "
48735,158,"NLD","Netherlands",9,"Noord-Holland",312,"Uithoorn",0," "," "," "," "," "
48736,158,"NLD","Netherlands",9,"Noord-Holland",313,"Velsen",0," "," "," "," "," "
48737,158,"NLD","Netherlands",9,"Noord-Holland",314,"Venhuizen",0," "," "," "," "," "
48738,158,"NLD","Netherlands",9,"Noord-Holland",315,"Waterland",0," "," "," "," "," "
48739,158,"NLD","Netherlands",9,"Noord-Holland",316,"Weesp",0," "," "," "," "," "
48740,158,"NLD","Netherlands",9,"Noord-Holland",317,"Wervershoof",0," "," "," "," "," "
48741,158,"NLD","Netherlands",9,"Noord-Holland",318,"Wester-Koggenland",0," "," "," "," "," "
48742,158,"NLD","Netherlands",9,"Noord-Holland",319,"Wieringen",0," "," "," "," "," "
48743,158,"NLD","Netherlands",9,"Noord-Holland",320,"Wieringermeer",0," "," "," "," "," "
48744,158,"NLD","Netherlands",9,"Noord-Holland",321,"Wijdemeren",0," "," "," "," "," "
48745,158,"NLD","Netherlands",9,"Noord-Holland",322,"Wognum",0," "," "," "," "," "
48746,158,"NLD","Netherlands",9,"Noord-Holland",323,"Wormerland",0," "," "," "," "," "
48747,158,"NLD","Netherlands",9,"Noord-Holland",324,"Zaanstad",0," "," "," "," "," "
48748,158,"NLD","Netherlands",9,"Noord-Holland",325,"Zandvoort",0," "," "," "," "," "
48749,158,"NLD","Netherlands",9,"Noord-Holland",326,"Zeevang",0," "," "," "," "," "
48750,158,"NLD","Netherlands",9,"Noord-Holland",327,"Zijpe",0," "," "," "," "," "
48751,158,"NLD","Netherlands",10,"Overijssel",328,"Almelo",0," "," "," "," "," "
48752,158,"NLD","Netherlands",10,"Overijssel",329,"Bathmen",0," "," "," "," "," "
48753,158,"NLD","Netherlands",10,"Overijssel",330,"Borne",0," "," "," "," "," "
48754,158,"NLD","Netherlands",10,"Overijssel",331,"Dalfsen",0," "," "," "," "," "
48755,158,"NLD","Netherlands",10,"Overijssel",332,"Deventer",0," "," "," "," "," "
48756,158,"NLD","Netherlands",10,"Overijssel",333,"Dinkelland",0," "," "," "," "," "
48757,158,"NLD","Netherlands",10,"Overijssel",334,"Enschede",0," "," "," "," "," "
48758,158,"NLD","Netherlands",10,"Overijssel",335,"Haaksbergen",0," "," "," "," "," "
48759,158,"NLD","Netherlands",10,"Overijssel",336,"Hardenberg",0," "," "," "," "," "
48760,158,"NLD","Netherlands",10,"Overijssel",337,"Hellendoorn",0," "," "," "," "," "
48761,158,"NLD","Netherlands",10,"Overijssel",338,"Hengelo",0," "," "," "," "," "
48762,158,"NLD","Netherlands",10,"Overijssel",339,"Hof van Twente",0," "," "," "," "," "
48763,158,"NLD","Netherlands",10,"Overijssel",340,"Kampen",0," "," "," "," "," "
48764,158,"NLD","Netherlands",10,"Overijssel",341,"Losser",0," "," "," "," "," "
48765,158,"NLD","Netherlands",10,"Overijssel",342,"Oldenzaal",0," "," "," "," "," "
48766,158,"NLD","Netherlands",10,"Overijssel",343,"Olst-Wijhe",0," "," "," "," "," "
48767,158,"NLD","Netherlands",10,"Overijssel",344,"Ommen",0," "," "," "," "," "
48768,158,"NLD","Netherlands",10,"Overijssel",345,"Raalte",0," "," "," "," "," "
48769,158,"NLD","Netherlands",10,"Overijssel",346,"Rijssen",0," "," "," "," "," "
48770,158,"NLD","Netherlands",10,"Overijssel",347,"Staphorst",0," "," "," "," "," "
48771,158,"NLD","Netherlands",10,"Overijssel",348,"Steenwijkerland",0," "," "," "," "," "
48772,158,"NLD","Netherlands",10,"Overijssel",349,"Tubbergen",0," "," "," "," "," "
48773,158,"NLD","Netherlands",10,"Overijssel",350,"Twenterand",0," "," "," "," "," "
48774,158,"NLD","Netherlands",10,"Overijssel",351,"Wierden",0," "," "," "," "," "
48775,158,"NLD","Netherlands",10,"Overijssel",352,"Zwartewaterland",0," "," "," "," "," "
48776,158,"NLD","Netherlands",10,"Overijssel",353,"Zwolle",0," "," "," "," "," "
48777,158,"NLD","Netherlands",11,"Utrecht",354,"Abcoude",0," "," "," "," "," "
48778,158,"NLD","Netherlands",11,"Utrecht",355,"Amerongen",0," "," "," "," "," "
48779,158,"NLD","Netherlands",11,"Utrecht",356,"Amersfoort",0," "," "," "," "," "
48780,158,"NLD","Netherlands",11,"Utrecht",357,"Baarn",0," "," "," "," "," "
48781,158,"NLD","Netherlands",11,"Utrecht",358,"Breukelen",0," "," "," "," "," "
48782,158,"NLD","Netherlands",11,"Utrecht",359,"Bunnik",0," "," "," "," "," "
48783,158,"NLD","Netherlands",11,"Utrecht",360,"Bunschoten",0," "," "," "," "," "
48784,158,"NLD","Netherlands",11,"Utrecht",361,"De Bilt",0," "," "," "," "," "
48785,158,"NLD","Netherlands",11,"Utrecht",362,"De Ronde Venen",0," "," "," "," "," "
48786,158,"NLD","Netherlands",11,"Utrecht",363,"Doorn",0," "," "," "," "," "
48787,158,"NLD","Netherlands",11,"Utrecht",364,"Driebergen-Rijsenburg",0," "," "," "," "," "
48788,158,"NLD","Netherlands",11,"Utrecht",365,"Eemnes",0," "," "," "," "," "
48789,158,"NLD","Netherlands",11,"Utrecht",366,"Houten",0," "," "," "," "," "
48790,158,"NLD","Netherlands",11,"Utrecht",367,"IJsselstein",0," "," "," "," "," "
48791,158,"NLD","Netherlands",11,"Utrecht",368,"Leersum",0," "," "," "," "," "
48792,158,"NLD","Netherlands",11,"Utrecht",369,"Leusden",0," "," "," "," "," "
48793,158,"NLD","Netherlands",11,"Utrecht",370,"Loenen",0," "," "," "," "," "
48794,158,"NLD","Netherlands",11,"Utrecht",371,"Lopik",0," "," "," "," "," "
48795,158,"NLD","Netherlands",11,"Utrecht",372,"Maarn",0," "," "," "," "," "
48796,158,"NLD","Netherlands",11,"Utrecht",373,"Maarssen",0," "," "," "," "," "
48797,158,"NLD","Netherlands",11,"Utrecht",374,"Montfoort",0," "," "," "," "," "
48798,158,"NLD","Netherlands",11,"Utrecht",375,"Nieuwegein",0," "," "," "," "," "
48799,158,"NLD","Netherlands",11,"Utrecht",376,"Oudewater",0," "," "," "," "," "
48800,158,"NLD","Netherlands",14,"Zuid-Holland",404,"Alblasserdam",0," "," "," "," "," "
48801,158,"NLD","Netherlands",14,"Zuid-Holland",405,"Albrandswaard",0," "," "," "," "," "
48802,158,"NLD","Netherlands",14,"Zuid-Holland",406,"Alkemade",0," "," "," "," "," "
48803,158,"NLD","Netherlands",14,"Zuid-Holland",407,"Alphen aan den Rijn",0," "," "," "," "," "
48804,158,"NLD","Netherlands",14,"Zuid-Holland",408,"Barendrecht",0," "," "," "," "," "
48805,158,"NLD","Netherlands",14,"Zuid-Holland",409,"Bergambacht",0," "," "," "," "," "
48806,158,"NLD","Netherlands",14,"Zuid-Holland",410,"Bergschenhoek",0," "," "," "," "," "
48807,158,"NLD","Netherlands",14,"Zuid-Holland",411,"Berkel en Rodenrijs",0," "," "," "," "," "
48808,158,"NLD","Netherlands",14,"Zuid-Holland",412,"Bernisse",0," "," "," "," "," "
48809,158,"NLD","Netherlands",14,"Zuid-Holland",413,"Binnenmaas",0," "," "," "," "," "
48810,158,"NLD","Netherlands",14,"Zuid-Holland",414,"Bleiswijk",0," "," "," "," "," "
48811,158,"NLD","Netherlands",14,"Zuid-Holland",415,"Bodegraven",0," "," "," "," "," "
48812,158,"NLD","Netherlands",14,"Zuid-Holland",416,"Boskoop",0," "," "," "," "," "
48813,158,"NLD","Netherlands",14,"Zuid-Holland",417,"Brielle",0," "," "," "," "," "
48814,158,"NLD","Netherlands",14,"Zuid-Holland",418,"Capelle aan den IJssel",0," "," "," "," "," "
48815,158,"NLD","Netherlands",14,"Zuid-Holland",419,"Cromstrijen",0," "," "," "," "," "
48816,158,"NLD","Netherlands",14,"Zuid-Holland",420,"De Lier",0," "," "," "," "," "
48817,158,"NLD","Netherlands",14,"Zuid-Holland",421,"Delft",0," "," "," "," "," "
48818,158,"NLD","Netherlands",14,"Zuid-Holland",422,"Dirksland",0," "," "," "," "," "
48819,158,"NLD","Netherlands",14,"Zuid-Holland",423,"Dordrecht",0," "," "," "," "," "
48820,158,"NLD","Netherlands",14,"Zuid-Holland",424,"Giessenlanden",0," "," "," "," "," "
48821,158,"NLD","Netherlands",14,"Zuid-Holland",425,"Goedereede",0," "," "," "," "," "
48822,158,"NLD","Netherlands",14,"Zuid-Holland",426,"Gorinchem",0," "," "," "," "," "
48823,158,"NLD","Netherlands",14,"Zuid-Holland",427,"Gouda",0," "," "," "," "," "
48824,158,"NLD","Netherlands",14,"Zuid-Holland",428,"Graafstroom",0," "," "," "," "," "
48825,158,"NLD","Netherlands",14,"Zuid-Holland",429,"Hardinxveld-Giessendam",0," "," "," "," "," "
48826,158,"NLD","Netherlands",14,"Zuid-Holland",430,"Hellevoetsluis",0," "," "," "," "," "
48827,158,"NLD","Netherlands",14,"Zuid-Holland",431,"Hendrik-Ido-Ambacht",0," "," "," "," "," "
48828,158,"NLD","Netherlands",14,"Zuid-Holland",432,"Hillegom",0," "," "," "," "," "
48829,158,"NLD","Netherlands",14,"Zuid-Holland",433,"Jacobswoude",0," "," "," "," "," "
48830,158,"NLD","Netherlands",14,"Zuid-Holland",434,"Katwijk",0," "," "," "," "," "
48831,158,"NLD","Netherlands",14,"Zuid-Holland",435,"Korendijk",0," "," "," "," "," "
48832,158,"NLD","Netherlands",14,"Zuid-Holland",436,"Krimpen aan den IJssel",0," "," "," "," "," "
48833,158,"NLD","Netherlands",14,"Zuid-Holland",437,"Leerdam",0," "," "," "," "," "
48834,158,"NLD","Netherlands",14,"Zuid-Holland",438,"Leiden",0," "," "," "," "," "
48835,158,"NLD","Netherlands",14,"Zuid-Holland",439,"Leiderdorp",0," "," "," "," "," "
48836,158,"NLD","Netherlands",14,"Zuid-Holland",440,"Leidschendam-Voorburg",0," "," "," "," "," "
48837,158,"NLD","Netherlands",14,"Zuid-Holland",441,"Liemeer",0," "," "," "," "," "
48838,158,"NLD","Netherlands",14,"Zuid-Holland",442,"Liesveld",0," "," "," "," "," "
48839,158,"NLD","Netherlands",14,"Zuid-Holland",443,"Lisse",0," "," "," "," "," "
48840,158,"NLD","Netherlands",14,"Zuid-Holland",444,"Maasland",0," "," "," "," "," "
48841,158,"NLD","Netherlands",14,"Zuid-Holland",445,"Maassluis",0," "," "," "," "," "
48842,158,"NLD","Netherlands",14,"Zuid-Holland",446,"Middelharnis",0," "," "," "," "," "
48843,158,"NLD","Netherlands",14,"Zuid-Holland",447,"Monster",0," "," "," "," "," "
48844,158,"NLD","Netherlands",14,"Zuid-Holland",448,"Moordrecht",0," "," "," "," "," "
48845,158,"NLD","Netherlands",14,"Zuid-Holland",449,"Naaldwijk",0," "," "," "," "," "
48846,158,"NLD","Netherlands",14,"Zuid-Holland",450,"Nederlek",0," "," "," "," "," "
48847,158,"NLD","Netherlands",14,"Zuid-Holland",451,"Nieuw-Lekkerland",0," "," "," "," "," "
48848,158,"NLD","Netherlands",14,"Zuid-Holland",452,"Nieuwerkerk aan den IJssel",0," "," "," "," "," "
48849,158,"NLD","Netherlands",14,"Zuid-Holland",453,"Nieuwkoop",0," "," "," "," "," "
48850,158,"NLD","Netherlands",14,"Zuid-Holland",454,"Noordwijk",0," "," "," "," "," "
48851,158,"NLD","Netherlands",14,"Zuid-Holland",455,"Noordwijkerhout",0," "," "," "," "," "
48852,158,"NLD","Netherlands",14,"Zuid-Holland",456,"Oegstgeest",0," "," "," "," "," "
48853,158,"NLD","Netherlands",14,"Zuid-Holland",457,"Oostflakkee",0," "," "," "," "," "
48854,158,"NLD","Netherlands",14,"Zuid-Holland",458,"Oud-Beijerland",0," "," "," "," "," "
48855,158,"NLD","Netherlands",14,"Zuid-Holland",459,"Ouderkerk",0," "," "," "," "," "
48856,158,"NLD","Netherlands",14,"Zuid-Holland",460,"Papendrecht",0," "," "," "," "," "
48857,158,"NLD","Netherlands",14,"Zuid-Holland",461,"Pijnacker-Nootdorp",0," "," "," "," "," "
48858,158,"NLD","Netherlands",14,"Zuid-Holland",462,"Reeuwijk",0," "," "," "," "," "
48859,158,"NLD","Netherlands",14,"Zuid-Holland",463,"Ridderkerk",0," "," "," "," "," "
48860,158,"NLD","Netherlands",14,"Zuid-Holland",464,"Rijnsburg",0," "," "," "," "," "
48861,158,"NLD","Netherlands",14,"Zuid-Holland",465,"Rijnwoude",0," "," "," "," "," "
48862,158,"NLD","Netherlands",14,"Zuid-Holland",466,"Rijswijk",0," "," "," "," "," "
48863,158,"NLD","Netherlands",14,"Zuid-Holland",467,"Rotterdam",0," "," "," "," "," "
48864,158,"NLD","Netherlands",14,"Zuid-Holland",468,"Rozenburg",0," "," "," "," "," "
48865,158,"NLD","Netherlands",14,"Zuid-Holland",469,"Sassenheim",0," "," "," "," "," "
48866,158,"NLD","Netherlands",14,"Zuid-Holland",470,"Schiedam",0," "," "," "," "," "
48867,158,"NLD","Netherlands",14,"Zuid-Holland",471,"Schipluiden",0," "," "," "," "," "
48868,158,"NLD","Netherlands",14,"Zuid-Holland",472,"Schoonhoven",0," "," "," "," "," "
48869,158,"NLD","Netherlands",14,"Zuid-Holland",473,"Sliedrecht",0," "," "," "," "," "
48870,158,"NLD","Netherlands",14,"Zuid-Holland",474,"Spijkenisse",0," "," "," "," "," "
48871,158,"NLD","Netherlands",14,"Zuid-Holland",475,"Strijen",0," "," "," "," "," "
48872,158,"NLD","Netherlands",14,"Zuid-Holland",476,"Ter Aar",0," "," "," "," "," "
48873,158,"NLD","Netherlands",14,"Zuid-Holland",477,"Valkenburg",0," "," "," "," "," "
48874,158,"NLD","Netherlands",14,"Zuid-Holland",478,"Vlaardingen",0," "," "," "," "," "
48875,158,"NLD","Netherlands",14,"Zuid-Holland",479,"Vlist",0," "," "," "," "," "
48876,158,"NLD","Netherlands",14,"Zuid-Holland",480,"Voorhout",0," "," "," "," "," "
48877,158,"NLD","Netherlands",14,"Zuid-Holland",481,"Voorschoten",0," "," "," "," "," "
48878,158,"NLD","Netherlands",14,"Zuid-Holland",482,"Waddinxveen",0," "," "," "," "," "
48879,158,"NLD","Netherlands",14,"Zuid-Holland",483,"Warmond",0," "," "," "," "," "
48880,158,"NLD","Netherlands",14,"Zuid-Holland",484,"Wassenaar",0," "," "," "," "," "
48881,158,"NLD","Netherlands",14,"Zuid-Holland",485,"Wateringen",0," "," "," "," "," "
48882,158,"NLD","Netherlands",14,"Zuid-Holland",486,"Westvoorne",0," "," "," "," "," "
48883,158,"NLD","Netherlands",14,"Zuid-Holland",487,"Zederik",0," "," "," "," "," "
48884,158,"NLD","Netherlands",14,"Zuid-Holland",488,"Zevenhuizen-Moerkapelle",0," "," "," "," "," "
48885,158,"NLD","Netherlands",14,"Zuid-Holland",489,"Zoetermeer",0," "," "," "," "," "
48886,158,"NLD","Netherlands",14,"Zuid-Holland",490,"Zoeterwoude",0," "," "," "," "," "
48887,158,"NLD","Netherlands",14,"Zuid-Holland",491,"Zwijndrecht",0," "," "," "," "," "
